SMILES,T(k),P(Mpa),x1,y1,ESP_max_pos,ESP_max_neg,r_peak,g_peak,SDF_folder,solvent_type
CC(C)(C)O,333.15,8.89,0.5909,0.9874,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,333.15,10.09,0.7152,0.9701,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,2.04,0.1152,0.9941,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,4.24,0.2143,0.9969,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,5.25,0.2748,0.9965,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,6.41,0.3407,0.9959,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,7.74,0.4446,0.9894,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,9.1,0.5305,0.9845,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,11.11,0.7096,0.9665,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,343.15,11.98,0.7935,0.9447,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,1.73,0.1009,0.9907,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,4.03,0.2099,0.994,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,5.6,0.292,0.9961,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,7.01,0.3806,0.9954,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,8.22,0.4293,0.9905,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,9.55,0.5187,0.9815,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,11.1,0.5974,0.9652,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(C)O,353.15,13,0.7608,0.9275,NaN,NaN,NaN,NaN,NaN,alcohol
CC(C)(OC)C,253.15,0.342,0.2225,0.99156,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,0.403,0.2582,0.993694,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,0.612,0.3769,0.995756,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,0.823,0.4657,0.996987,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.012,0.5568,0.99768,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.211,0.6571,0.998172,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.41,0.7472,0.998627,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.504,0.7919,0.998812,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.623,0.8541,0.999099,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.703,0.8939,0.999315,NaN,NaN,NaN,NaN,NaN,ether
CC(C)(OC)C,253.15,1.8,0.942,0.999515,NaN,NaN,NaN,NaN,NaN,ether
CC(C)CC(=O)C,313.11,2.33,0.533,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,313.11,3.42,0.6633,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,313.11,4.59,0.7676,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,313.11,5.56,0.8485,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,313.11,6.71,0.9071,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,333.19,3.05,0.533,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,333.19,4.49,0.6633,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,333.19,6.12,0.7676,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,333.19,7.5,0.8485,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,333.19,9.1,0.9071,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,353.18,3.79,0.533,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,353.18,5.63,0.6633,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,353.18,7.72,0.7676,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,353.18,9.53,0.8485,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(C)CC(=O)C,353.18,11.55,0.9071,NaN,NaN,NaN,NaN,NaN,NaN,ketone
CC(CO)O,303.15,0.362,0.0063,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,303.15,0.666,0.0184,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,303.15,1.138,0.0344,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,303.15,1.86,0.0588,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,323.15,0.418,0.0063,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,323.15,0.812,0.0181,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,323.15,1.4,0.0338,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,323.15,2.308,0.0577,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,373.15,0.558,0.0065,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,373.15,1.174,0.0181,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,373.15,2.055,0.0339,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,373.15,3.428,0.0581,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.15,0.628,0.0068,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.15,1.36,0.0186,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.15,2.382,0.0347,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.15,3.988,0.0596,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,2.51,0.0344,0.8021,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,5.14,0.0737,0.8012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,7.31,0.1172,0.806,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,10.33,0.146,0.807,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,12.67,0.1719,0.805,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,15.07,0.1876,0.8208,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,17.73,0.192,0.8021,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,20.4,0.2046,0.8272,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,22.65,0.2175,0.8216,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,25.2,0.2395,0.8222,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,27.62,0.2478,0.8167,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,30.37,0.2491,0.8066,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,32.75,0.2651,0.7974,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,35.39,0.298,0.8281,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,38.6,0.322,0.8202,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,40.59,0.3446,0.8157,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,42.3,0.3504,0.797,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,45.36,0.3608,0.7987,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,47.6,0.3758,0.8099,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,50.5,0.3829,0.8205,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,398.2,52.5,0.4174,0.803,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.15,0.698,0.0072,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.15,1.542,0.0193,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.15,2.71,0.036,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.15,4.548,0.0619,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,3.3,0.0306,0.8016,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,5.8,0.063,0.803,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,8.3,0.0757,0.8107,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,10.6,0.11,0.8159,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,13.1,0.1304,0.8107,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,16.5,0.1574,0.801,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,17.7,0.1636,0.8088,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,18,0.1787,0.8227,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,20.6,0.2095,0.8002,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,23,0.2154,0.7875,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,25.5,0.2205,0.7985,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,28,0.2414,0.7986,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,30.3,0.2525,0.7976,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,33,0.2651,0.7976,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,35.5,0.2735,0.7954,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,38,0.2853,0.8037,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,40.5,0.2895,0.7994,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,43,0.3202,0.7981,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,45.5,0.3402,0.8065,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,48,0.3791,0.7912,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,423.2,50.5,0.392,0.8189,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,3,0.0299,0.8144,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,5.5,0.0556,0.8034,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,8,0.0718,0.801,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,10.5,0.1136,0.8077,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,13,0.127,0.8055,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,15.5,0.1575,0.7966,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,18,0.1805,0.8024,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,20.5,0.1958,0.7878,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,23,0.2142,0.7989,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,25.5,0.2258,0.8043,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,28,0.2353,0.8111,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,30.5,0.2473,0.7944,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,33,0.2542,0.7962,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,35.5,0.2663,0.8011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,38,0.2832,0.8098,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,40.5,0.3047,0.8083,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,43,0.3279,0.8004,NaN,NaN,NaN,NaN,NaN,alcohol
CC(CO)O,453.2,45.5,0.3483,0.8156,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.402,0.0699,0.999282,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.511,0.0915,0.999304,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.602,0.0941,0.999339,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.612,0.0935,0.999375,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.683,0.1185,0.999409,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.756,0.1187,0.999449,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.903,0.156,0.999481,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,0.96,0.1708,0.999519,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.096,0.2029,0.999545,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.199,0.213,0.99958,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.288,0.2479,0.999597,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.396,0.2797,0.999616,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.495,0.2921,0.999632,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.612,0.3589,0.999648,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.692,0.4065,0.999683,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.712,0.4254,0.999721,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)C,253.15,1.792,0.535,0.999749,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,0.397,0.0593,0.999463,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,0.608,0.0957,0.999729,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,0.797,0.1187,0.999842,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.003,0.156,0.999847,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.198,0.1964,0.999864,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.397,0.256,0.999868,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.502,0.2842,0.999869,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.6,0.3062,0.99987,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.696,0.374,0.999879,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.812,0.4508,0.999884,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.853,0.5466,0.999886,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CC,253.15,1.903,0.6682,0.999904,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,2.023,0.1123,0.9678,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,3.122,0.1977,0.9763,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,4.052,0.274,0.9797,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,4.898,0.3467,0.9761,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,5.871,0.4555,0.9836,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,6.981,0.6102,0.9909,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,313.2,8.056,0.9072,0.9914,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,2.357,0.1208,0.9819,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,3.196,0.1802,0.9799,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,4.201,0.2626,0.9799,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,4.936,0.3172,0.9894,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,5.677,0.4046,0.9843,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,6.256,0.4368,0.9904,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,7.051,0.5212,0.9935,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,7.559,0.5952,0.9942,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,8.541,0.7232,0.9919,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,323.2,8.917,0.8311,0.991,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,1.942,0.0957,0.9773,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,3.138,0.1704,0.9776,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,4.338,0.2512,0.9785,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,5.183,0.3117,0.9821,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,6.353,0.4035,0.9902,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,7.325,0.4769,0.9927,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,8.281,0.584,0.9925,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,9.035,0.6919,0.9919,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CCC,333.2,10.207,0.8424,0.9912,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,0.2322,0.0077,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,1.7652,0.0584,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,0.5217,0.0173,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,2.032,0.0672,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,0.8029,0.0265,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,2.4953,0.0825,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,1.1195,0.037,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,2.8729,0.095,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,1.4236,0.0471,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,288.15,3.3473,0.1107,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,0.1373,0.0036,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,1.9119,0.0501,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,0.3829,0.01,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,2.3829,0.0625,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,0.6453,0.0169,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,2.6521,0.0696,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,0.9203,0.0241,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,2.9232,0.0767,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,1.2765,0.0335,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,3.2857,0.0861,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,1.5423,0.0405,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,298.15,3.6984,0.097,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,0.1277,0.0028,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,2.4005,0.0526,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,0.4522,0.0099,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,2.7432,0.0601,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,0.7319,0.016,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,3.0929,0.0678,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,0.9546,0.0209,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,3.415,0.0748,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,1.2364,0.0271,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,3.8494,0.0843,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,1.5409,0.0338,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,4.3572,0.0955,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,1.8722,0.041,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,4.8803,0.1069,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,2.1886,0.048,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,308.15,5.2019,0.114,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,0.1743,0.0033,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,2.7606,0.0525,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,0.4526,0.0086,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,3.0343,0.0577,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,0.7818,0.0149,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,3.5796,0.0681,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,1.0754,0.0205,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,3.9088,0.0744,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,1.3464,0.0256,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,4.2661,0.0811,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,1.6577,0.0315,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,4.6732,0.0889,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,2.0082,0.0382,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,5.0008,0.0951,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,2.3479,0.0447,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CC(O)CO,318.15,5.4291,0.1033,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CC1=CC=CC=C1,323.2,1.87,0.133,0.986,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,2.87,0.216,0.991,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,3.45,0.247,0.992,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,4.25,0.3,0.992,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,4.27,0.321,0.992,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,4.94,0.387,0.991,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,5.8,0.491,0.989,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,6.62,0.567,0.986,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,7.99,0.736,0.983,NaN,NaN,NaN,NaN,NaN,aromatic
CC1=CC=CC=C1,323.2,8.72,0.892,0.982,NaN,NaN,NaN,NaN,NaN,aromatic
CCC(=O)CC,253.15,0.322,0.1789,0.99912,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,0.502,0.2752,0.99944,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,0.703,0.3642,0.99964,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,0.922,0.4832,0.99974,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.115,0.581,0.99969,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.206,0.6418,0.99978,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.512,0.8089,0.9998,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.593,0.8488,0.99982,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.698,0.8779,0.99985,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,253.15,1.748,0.9133,0.99987,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,0.302,0.1278,0.99733,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,0.407,0.1579,0.99865,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,0.616,0.2366,0.999087,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,0.805,0.2945,0.999324,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,1.023,0.3938,0.99935,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,1.206,0.4534,0.999364,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,1.702,0.6468,0.999467,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,1.999,0.7731,0.999495,NaN,NaN,NaN,NaN,NaN,ketone
CCC(=O)CC,263.15,2.116,0.849,0.999511,NaN,NaN,NaN,NaN,NaN,ketone
CCC(C)CO,313.2,2.002,0.1022,0.9766,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,3.437,0.2066,0.985,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,4.135,0.2681,0.9807,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,5.233,0.3676,0.9939,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,6.27,0.483,0.9895,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,7.097,0.6111,0.9912,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,313.2,7.954,0.8778,0.9929,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,2.026,0.0978,0.9645,NaN,NaN,NaN,NaN,NaN,alcohol
CCC(C)CO,323.2,3.228,0.1752,0.981,NaN,NaN,NaN,NaN,NaN,alcohol
