SMILES,T(k),P(Mpa),x1,y1,ESP_max_pos,ESP_max_neg,r_peak,g_peak,SDF_folder,solvent_type
CCCCO,298.15,0.3522,0.0286,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,2.8015,0.2276,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,0.6825,0.0554,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,3.1628,0.2569,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,0.8667,0.0704,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,3.4354,0.2791,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,1.2198,0.099,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,3.8127,0.3097,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,1.4866,0.1208,0.00011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,4.2529,0.3455,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,1.6763,0.1362,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,4.7348,0.3846,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,1.953,0.1586,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,5.0667,0.4116,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,298.15,2.2375,0.1818,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,0.0667,0.0045,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,3.1953,0.2178,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,0.4738,0.0323,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,3.5767,0.2438,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,0.7425,0.0506,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,3.9486,0.2691,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,0.9827,0.067,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,4.2149,0.2873,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,1.3162,0.08971,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,4.5866,0.3126,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,1.7082,0.1164,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,4.9682,0.3386,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,2.1805,0.1486,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,5.3511,0.3647,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,2.5442,0.1734,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,5.6174,0.3829,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,308.15,2.8237,0.1925,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,0.1981,0.012,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,2.5289,0.153,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,0.3801,0.023,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,3.0141,0.1824,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,0.7326,0.0443,0.0002,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,3.6741,0.2223,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,0.9224,0.0558,0.0001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,4.0071,0.2425,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,1.3141,0.0795,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,4.4031,0.2665,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,1.6988,0.1028,0.0004,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,4.7356,0.2866,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,1.9523,0.1181,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,5.4543,0.33,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,2.1672,0.1311,0.0003,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCO,318.15,5.9165,0.3581,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,1.48,0.1802,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,2.842,0.3417,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,3.604,0.4341,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,4.238,0.4823,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,4.893,0.542,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,5.6,0.5977,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,7.1,0.7257,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,308.15,7.789,0.7438,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,1.584,0.1647,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,2.877,0.3067,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,4.273,0.4276,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,5.652,0.5329,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,6.996,0.626,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,7.72,0.6676,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,8.358,0.6946,0.9995,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,318.15,9.358,0.7347,0.999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,1.549,0.1495,0.9999,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,2.825,0.2635,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,4.204,0.3739,0.9998,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,5.617,0.4734,0.9997,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,6.979,0.5533,0.9995,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,8.323,0.6212,0.9994,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,9.72,0.6865,0.9985,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,11.305,0.7428,0.9982,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,328.15,12.546,0.7718,0.9972,NaN,NaN,NaN,NaN,NaN,aromatic
CCCCOCCCC,263.15,0.442,0.1592,0.9966,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,263.15,0.771,0.2628,0.9968,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,263.15,1.192,0.3742,0.9969,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,263.15,1.652,0.4978,0.9972,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,263.15,2.002,0.6042,0.9975,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,263.15,2.322,0.7006,0.9977,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,0.544,0.1539,0.996,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,1.115,0.2858,0.9963,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,1.527,0.3878,0.9964,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,1.875,0.4669,0.9968,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,2.453,0.6069,0.997,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,273.25,2.815,0.6897,0.9972,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,0.506,0.119,0.9955,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,1.003,0.22,0.9957,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,1.472,0.3188,0.9959,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,2.002,0.4101,0.9961,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,2.31,0.4705,0.9962,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,289.35,2.685,0.5355,0.9964,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,0.612,0.1235,0.9951,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,0.988,0.1977,0.9953,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,1.564,0.3172,0.9955,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,2.005,0.3908,0.9957,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,2.431,0.4415,0.9958,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,298.55,2.818,0.4989,0.9959,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,0.663,0.1166,0.9945,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,1.318,0.2372,0.9947,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,1.488,0.2673,0.9949,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,1.934,0.3386,0.9951,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,2.395,0.3988,0.9952,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,309.15,2.81,0.4548,0.9955,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,1.152,0.1208,0.997,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,2.411,0.2974,0.9977,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,4.107,0.5149,0.9976,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,5.172,0.6449,0.9969,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,5.837,0.7065,0.9962,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,6.602,0.8073,0.9967,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,312.64,7.263,0.893,0.9957,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,2.389,0.2356,0.9935,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,4.096,0.387,0.9951,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,5.802,0.522,0.9946,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,7.584,0.6461,0.9937,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,8.604,0.7274,0.9927,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,9.504,0.7943,0.9912,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,338.13,10.569,0.8759,0.9828,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,2.494,0.175,0.9859,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,4.199,0.307,0.9873,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,5.868,0.4109,0.9888,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,7.97,0.5392,0.9867,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,9.362,0.6303,0.9858,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,11.351,0.7313,0.9789,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,12.668,0.7985,0.971,NaN,NaN,NaN,NaN,NaN,ether
CCCCOCCCC,366.16,14.219,0.8682,0.9528,NaN,NaN,NaN,NaN,NaN,ether
CCCO,253.15,0.396,0.0622,0.999792,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,0.608,0.0976,0.999862,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,0.796,0.1257,0.999892,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.015,0.1695,0.999904,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.21,0.2215,0.99991,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.405,0.2669,0.999916,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.502,0.3029,0.999916,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.612,0.3347,0.999918,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.655,0.35,0.99992,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.703,0.3715,0.999923,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,253.15,1.82,0.4789,0.999937,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,0.2584,0.0244,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,2.1697,0.2051,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,0.5229,0.0494,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,2.4151,0.2283,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,0.7333,0.0693,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,2.6334,0.2489,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,0.9647,0.0912,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,2.9399,0.2779,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,1.4285,0.135,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,3.2197,0.3043,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,1.8121,0.1713,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,288.15,3.6722,0.3471,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,0.1313,0.0102,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,2.4713,0.1924,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,0.2557,0.0199,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,2.6519,0.2064,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,0.4711,0.0367,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,2.9577,0.2302,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,0.6415,0.0499,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,3.3318,0.2594,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,0.8289,0.0645,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,3.5792,0.2786,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,1.0933,0.0851,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,3.7944,0.2954,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,1.3964,0.1087,0.0007,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,4.1137,0.3202,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,1.7182,0.1337,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,4.4962,0.35,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,2.059,0.1603,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,298.15,4.809,0.3743,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,0.1592,0.0106,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,2.5339,0.1682,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,0.3415,0.0227,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,2.8957,0.1922,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,0.6791,0.0451,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,3.1746,0.2107,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,1.0201,0.0677,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,3.5827,0.2378,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,1.3628,0.0904,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,4.0973,0.2719,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,1.5713,0.1043,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,4.4214,0.2934,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,1.8661,0.1238,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,4.8911,0.3246,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,2.0422,0.1355,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,5.0373,0.3343,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,308.15,2.2175,0.1472,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,0.2544,0.0143,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,2.9976,0.1685,0.0008,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,0.4539,0.0255,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,3.3333,0.1873,0.0005,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,0.8851,0.0497,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,3.5084,0.1972,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,1.2448,0.07,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,3.8851,0.2184,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,1.5831,0.089,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,4.1477,0.2331,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,1.7878,0.1005,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,4.5469,0.2555,0.0012,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,2.0433,0.1148,0.0011,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,5.0073,0.2814,0.0006,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,2.3651,0.1329,0.001,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,5.3873,0.3028,0.0013,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,2.6457,0.1487,0.0009,NaN,NaN,NaN,NaN,NaN,alcohol
CCCO,318.15,5.7216,0.3216,0.0014,NaN,NaN,NaN,NaN,NaN,alcohol
CCCOC(=O)C,243.15,0.305,0.2633,0.99858,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,243.15,0.502,0.3941,0.99897,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,243.15,0.603,0.4818,0.99955,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,243.15,0.703,0.5599,0.99985,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,243.15,0.8,0.6061,0.99991,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,243.15,1.001,0.7483,0.99997,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,253.15,0.404,0.2588,0.99943,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,253.15,0.606,0.3624,0.99959,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,253.15,0.807,0.4728,0.99966,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,253.15,1.001,0.5643,0.99973,14.53,-36.34,5.6,1.09,NaN,ester
CCCOC(=O)C,253.15,1.305,0.7085,0.99978,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,253.15,1.604,0.8516,0.99989,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,0.503,0.2394,0.9989,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,0.799,0.3583,0.9993,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,1.101,0.4737,0.99952,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,1.393,0.5846,0.99964,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,1.702,0.6957,0.99973,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,1.997,0.8026,0.99982,14.53,-36.34,NaN,NaN,NaN,ester
CCCOC(=O)C,263.15,2.306,0.9041,0.9999,14.53,-36.34,NaN,NaN,NaN,ester
CCO,253.15,0.402,0.0869,0.999321,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,0.802,0.154,0.999747,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,0.996,0.1986,0.999829,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.303,0.2795,0.9999,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.49,0.3385,0.999945,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.648,0.4166,0.999964,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.748,0.4961,0.999977,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.812,0.5759,0.999982,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.847,0.6572,0.999985,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,253.15,1.877,0.8283,0.999989,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,0.058,0.0055,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,1.6438,0.1545,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,0.167,0.0157,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,1.8052,0.1697,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,0.413,0.0388,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,2.1197,0.1992,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,0.6562,0.0617,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,2.4627,0.2315,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,0.8461,0.0795,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,2.778,0.2611,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,1.1417,0.1073,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,3.0635,0.2879,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,1.4235,0.1338,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,288.15,3.372,0.3169,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,0.2732,0.0205,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,2.3846,0.1793,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,0.4635,0.0349,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,2.5662,0.193,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,0.7787,0.0586,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,2.732,0.2055,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,0.9462,0.0712,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,2.9678,0.2232,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,1.2119,0.0911,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,3.2584,0.2451,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,1.4052,0.1057,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,3.4043,0.256,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,1.6846,0.1267,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,3.7219,0.2799,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,1.8235,0.1371,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,4.1336,0.3109,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,2.1479,0.1615,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,298.15,4.3579,0.3278,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,0.272,0.0172,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,2.5619,0.1623,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,0.463,0.0293,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,2.8865,0.1829,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,0.778,0.0493,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,3.3142,0.21,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
CCO,308.15,1.0027,0.0635,NaN,NaN,NaN,NaN,NaN,NaN,alcohol
